Gene,Dn,Ds,Pn,Ps,Pn.1,Ps.1,Pn.2,Ps.2,Pn.3,Ps.3,Pn.4,Ps.4,Pn.5,Ps.5,Pn.6,Ps.6,Pn.7,Ps.7,Pn.8,Ps.8,Pn.9,Ps.9
LSAA_13691,10,31,10,13,10,13,6,10,4,6,3,6,3,6,3,6,2,3,1,1,1,0
LSAA_13693,33,40,3,4,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_13694,21,47,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_13695,5,42,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13696,16,37,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13699,21,86,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,0,1,0
LSAA_1370,65,64,8,10,8,10,4,4,3,4,2,3,2,3,2,3,1,3,1,3,1,2
LSAA_13700,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13701,24,59,2,6,2,5,2,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0
LSAA_13705,4,48,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_13707,48,144,3,25,3,24,3,12,2,10,2,10,2,7,2,7,2,7,2,5,2,3
LSAA_13710,4,10,0,4,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_13711,20,87,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_13714,22,107,2,8,2,8,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_13716,35,37,6,5,5,4,4,4,4,4,3,4,3,4,3,4,3,4,3,4,2,3
LSAA_13717,10,41,8,8,8,7,6,2,4,1,4,1,4,1,4,1,4,1,2,1,2,0
LSAA_13718,20,44,3,5,3,5,2,4,2,3,2,3,2,3,2,3,1,3,1,3,0,1
LSAA_1372,21,45,1,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13722,57,34,1,4,1,4,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2
LSAA_13723,11,13,2,5,2,5,1,5,1,5,1,4,1,2,1,2,1,2,1,2,0,0
LSAA_13725,15,36,3,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13728,3,2,2,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2
LSAA_13730,92,207,8,15,8,15,5,9,5,9,5,9,5,9,5,9,5,8,5,8,3,7
LSAA_13731,83,119,19,22,18,22,8,8,7,5,6,3,6,3,6,3,5,1,4,1,3,0
LSAA_13733,17,34,13,9,13,9,10,8,6,6,6,6,5,6,5,6,4,5,1,5,0,3
LSAA_13736,42,121,7,14,6,13,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1
LSAA_13737,1,5,1,2,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_13739,32,108,11,12,11,12,6,9,5,7,4,7,4,5,4,5,3,4,3,3,0,2
LSAA_13741,52,55,21,4,21,4,16,3,12,2,11,2,9,2,9,2,9,2,7,1,5,1
LSAA_13742,39,41,5,2,5,2,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0
LSAA_13743,26,55,2,4,2,4,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_13745,2,58,2,5,2,5,1,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_13746,41,112,9,14,9,14,5,5,2,5,1,3,1,2,1,2,1,2,1,2,1,1
LSAA_13747,63,56,7,4,7,4,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,0
LSAA_13748,45,214,12,24,12,23,2,6,1,3,1,2,1,2,1,2,1,2,1,2,1,0
LSAA_13749,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_1375,13,30,1,11,1,11,0,4,0,3,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_13750,51,191,2,19,2,18,2,10,1,8,1,8,1,8,1,8,1,6,1,4,1,2
LSAA_13752,2,62,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13753,7,19,2,2,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_13754,7,37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13755,19,62,21,62,21,60,11,35,9,25,9,22,9,19,9,19,9,15,5,14,5,8
LSAA_13758,17,16,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13759,26,120,3,6,3,6,2,3,2,3,2,1,2,1,2,1,2,1,2,1,1,1
LSAA_1376,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13760,1,24,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13761,22,36,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13762,7,5,4,8,4,8,2,2,2,2,1,2,1,2,1,2,1,2,1,2,0,2
LSAA_13763,34,66,1,2,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_1377,47,71,5,18,5,18,4,9,4,8,3,6,3,5,3,5,3,3,2,3,1,1
LSAA_13772,9,47,3,10,3,10,3,6,3,3,2,3,2,2,2,2,2,2,2,2,0,1
LSAA_13777,4,61,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LSAA_13779,9,39,0,3,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_1378,16,26,13,8,12,8,7,5,5,5,4,3,3,2,3,2,2,1,1,0,1,0
LSAA_13780,25,82,2,23,2,22,1,7,0,4,0,3,0,3,0,3,0,2,0,1,0,0
LSAA_13781,11,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13782,71,153,11,17,11,17,6,5,6,1,4,1,2,1,2,1,1,1,1,1,0,1
LSAA_13783,16,28,9,11,9,11,6,10,5,7,5,5,4,4,4,4,4,4,4,1,3,1
LSAA_13785,15,73,2,5,2,5,0,4,0,2,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_13786,46,39,10,2,10,2,5,0,5,0,4,0,4,0,4,0,2,0,2,0,1,0
LSAA_13788,13,26,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13789,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_13790,7,40,11,21,11,20,7,15,7,15,7,14,7,14,7,14,7,13,7,13,5,4
LSAA_13792,25,43,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13793,134,568,6,18,6,15,2,13,1,12,1,12,1,7,1,7,1,3,1,3,1,2
LSAA_13794,5,54,0,7,0,7,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_13795,14,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_13797,5,40,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2
LSAA_13798,49,127,3,13,3,12,1,9,1,9,1,8,0,8,0,8,0,7,0,6,0,5
LSAA_1380,23,28,6,3,6,3,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1
LSAA_13800,1,3,3,13,3,13,1,6,1,6,1,4,1,4,1,4,1,4,1,3,1,1
LSAA_13802,165,530,25,58,25,57,10,27,9,20,6,17,5,16,5,16,5,13,5,12,3,12
LSAA_13803,24,55,9,4,8,4,3,2,3,2,2,2,2,2,2,2,1,2,1,1,0,0
LSAA_13804,8,50,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13805,1,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13806,92,102,5,4,5,4,2,3,2,3,2,3,2,3,2,3,1,3,1,3,1,1
LSAA_13807,12,20,8,6,8,6,5,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3
LSAA_13808,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13809,30,35,17,8,17,8,15,7,12,6,9,4,3,1,3,1,2,0,1,0,1,0
LSAA_13811,7,73,13,38,13,37,7,21,6,17,4,14,3,12,3,12,2,10,2,5,1,1
LSAA_13812,42,50,5,2,5,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1
LSAA_13813,15,74,0,8,0,8,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
LSAA_13814,19,56,11,8,9,8,7,5,7,5,5,5,5,5,5,5,5,4,5,3,2,0
LSAA_13817,78,212,5,15,5,15,5,7,5,7,4,5,4,3,4,3,4,2,4,2,3,2
LSAA_13819,23,58,4,4,4,4,2,3,2,2,1,2,1,2,1,2,1,2,0,1,0,0
LSAA_13821,8,20,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_13823,3,5,3,2,3,2,2,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0
LSAA_13824,38,97,3,8,3,7,2,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_13827,15,29,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13829,8,108,32,60,32,60,17,26,4,16,4,15,3,13,3,13,3,13,2,12,2,8
LSAA_13830,3,31,2,5,2,5,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_13831,4,49,0,4,0,4,0,3,0,3,0,3,0,2,0,2,0,2,0,1,0,0
LSAA_13832,13,25,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13838,68,143,13,18,13,18,7,10,7,10,6,10,6,3,6,3,6,2,5,2,5,2
LSAA_13841,83,64,6,10,6,10,6,6,5,5,5,5,5,4,5,4,4,4,3,4,3,4
LSAA_13843,30,29,5,4,4,3,3,2,3,2,2,1,2,0,2,0,1,0,1,0,1,0
LSAA_13845,9,24,1,3,1,3,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_13846,12,39,7,4,7,4,1,4,1,2,1,1,1,1,1,1,1,1,1,0,1,0
LSAA_13847,45,140,7,9,7,9,1,4,1,4,1,3,1,2,1,2,1,2,1,2,0,2
LSAA_13848,67,124,8,7,8,7,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0
LSAA_13855,31,66,10,8,8,8,1,4,1,3,1,3,1,3,1,3,1,3,1,2,1,1
LSAA_13858,31,53,1,9,1,8,1,8,1,6,1,6,1,6,1,6,1,6,1,5,1,2
LSAA_13861,9,97,0,18,0,16,0,6,0,5,0,4,0,4,0,4,0,1,0,1,0,0
LSAA_13864,19,60,14,30,14,27,7,14,3,6,3,5,3,3,3,3,2,3,2,1,1,0
LSAA_13865,11,14,5,4,5,4,3,4,3,4,3,2,2,1,2,1,2,0,1,0,0,0
LSAA_13866,24,47,2,4,2,4,1,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_13867,4,5,4,3,4,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1
LSAA_13868,136,189,38,54,35,53,24,36,22,24,19,16,17,13,17,13,16,10,10,8,9,3
LSAA_13869,46,78,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0
LSAA_1387,13,36,0,4,0,4,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LSAA_13872,21,158,1,18,1,18,1,14,1,12,1,9,1,8,1,8,1,7,1,4,1,0
LSAA_13873,104,191,12,25,12,25,4,15,3,8,3,2,3,1,3,1,2,0,1,0,1,0
LSAA_13874,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13875,21,30,3,2,3,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_13877,19,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13878,10,24,2,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_13879,29,54,5,6,5,6,5,4,5,4,4,2,3,0,3,0,3,0,3,0,0,0
LSAA_13880,126,205,25,28,23,26,11,16,8,12,8,11,8,10,8,10,7,9,6,8,3,7
LSAA_13882,8,30,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_13886,16,51,1,10,1,10,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_1389,33,49,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_13893,68,86,3,4,3,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
LSAA_13899,9,23,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_1390,9,33,4,1,3,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_13900,22,35,2,5,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1
LSAA_13901,19,40,3,4,3,4,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0
LSAA_13902,1,13,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_13903,18,51,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_13904,23,74,0,9,0,9,0,4,0,3,0,2,0,2,0,2,0,0,0,0,0,0
LSAA_13907,19,56,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13908,97,219,9,20,9,20,8,15,7,13,7,12,7,10,7,10,7,10,4,9,4,6
LSAA_13909,25,76,4,27,4,27,2,22,2,17,2,16,2,13,2,13,2,6,2,3,1,2
LSAA_13910,2,19,3,11,3,11,1,7,1,5,1,3,1,2,1,2,1,1,1,1,0,0
LSAA_13912,22,68,1,3,1,3,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_13913,19,107,2,11,2,11,1,5,1,5,1,2,1,2,1,2,1,1,1,1,1,1
LSAA_13914,6,15,1,4,1,4,1,4,1,3,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_13915,56,100,2,11,2,11,0,8,0,7,0,7,0,7,0,7,0,3,0,1,0,0
LSAA_13916,5,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13917,32,110,4,6,4,6,3,6,3,6,3,6,2,5,2,5,2,5,2,5,0,1
LSAA_1392,3,9,3,12,3,12,3,10,3,6,2,5,2,5,2,5,1,3,0,1,0,0
LSAA_13925,7,23,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2
LSAA_13929,14,49,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_13931,17,53,3,9,3,9,3,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0
LSAA_13934,2,5,3,5,3,5,2,3,2,2,2,2,2,2,2,2,0,1,0,0,0,0
LSAA_13935,10,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13938,132,217,10,21,10,18,9,15,5,10,5,10,5,8,5,8,4,7,4,6,1,3
LSAA_13939,32,69,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_13940,12,6,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13942,3,6,2,1,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_13945,33,89,4,9,4,9,4,2,4,1,4,1,4,1,4,1,3,1,2,1,2,1
LSAA_13946,59,86,5,10,5,10,1,8,1,4,1,4,1,3,1,3,1,3,1,3,1,3
LSAA_13947,20,43,5,2,5,2,4,1,4,1,3,1,2,1,2,1,2,1,2,0,2,0
LSAA_1395,25,65,9,13,9,13,3,6,2,1,1,1,1,0,1,0,1,0,1,0,1,0
LSAA_13951,59,152,0,14,0,14,0,8,0,5,0,5,0,3,0,3,0,3,0,2,0,2
LSAA_13953,20,66,3,7,3,6,2,3,2,3,2,1,2,1,2,1,2,1,1,1,0,1
LSAA_13954,7,28,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
LSAA_13957,25,65,7,8,7,8,5,7,5,6,5,5,5,5,5,5,5,4,5,4,3,2
LSAA_13958,20,54,9,24,9,23,6,12,4,10,4,10,4,10,4,10,4,8,2,2,1,1
LSAA_13959,10,6,11,23,11,23,10,20,9,18,6,15,3,4,3,4,2,4,1,3,0,1
LSAA_1396,11,25,4,0,4,0,4,0,3,0,3,0,3,0,3,0,3,0,2,0,1,0
LSAA_13960,52,178,1,9,1,9,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1
LSAA_13961,37,73,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_13963,36,37,6,14,6,14,5,11,4,6,2,3,2,2,2,2,1,1,1,0,1,0
LSAA_13964,44,95,12,14,12,14,8,9,5,6,5,5,4,5,4,5,3,3,3,3,1,2
LSAA_13965,36,64,4,7,4,7,1,4,1,2,1,1,1,0,1,0,1,0,1,0,1,0
LSAA_13966,31,34,3,6,3,6,1,5,1,4,1,3,1,3,1,3,1,3,1,2,1,2
LSAA_13967,98,183,17,17,17,17,11,8,9,7,6,6,6,6,6,6,5,5,5,2,2,0
LSAA_13969,31,19,26,17,25,16,8,9,6,7,6,4,4,2,4,2,3,2,2,2,1,0
LSAA_13970,18,93,13,36,13,35,5,15,4,12,2,11,2,10,2,10,1,8,1,7,1,4
LSAA_13973,19,83,1,7,1,7,0,7,0,5,0,2,0,1,0,1,0,1,0,0,0,0
LSAA_13974,36,101,7,15,7,15,3,5,3,4,2,3,1,3,1,3,1,2,1,2,0,0
LSAA_13976,29,63,2,7,2,7,1,3,1,3,0,3,0,3,0,3,0,3,0,3,0,2
LSAA_13978,31,41,3,2,3,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_13979,17,45,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_13980,10,40,0,5,0,5,0,5,0,4,0,4,0,4,0,4,0,3,0,3,0,0
LSAA_13981,24,46,2,6,2,6,1,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_13982,46,75,13,13,13,13,5,9,5,6,5,3,5,3,5,3,4,3,4,3,2,1
LSAA_13983,72,154,17,23,17,20,4,5,2,3,1,3,1,3,1,3,0,2,0,2,0,1
LSAA_13984,24,42,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_13986,67,220,4,20,4,20,3,15,3,15,3,13,3,13,3,13,2,3,2,3,2,0
LSAA_13987,52,68,10,6,10,6,5,4,5,4,4,4,4,4,4,4,4,4,4,4,2,3
LSAA_13989,24,40,4,6,4,6,4,2,4,1,3,1,3,1,3,1,2,1,2,1,2,0
LSAA_13990,25,66,3,15,3,13,1,10,0,7,0,6,0,6,0,6,0,5,0,5,0,3
LSAA_13991,21,69,5,11,5,11,5,10,3,3,3,3,3,3,3,3,2,3,2,3,1,2
LSAA_13992,39,119,3,7,3,7,1,3,1,3,1,2,0,2,0,2,0,2,0,2,0,1
LSAA_13993,6,38,0,3,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_13996,30,69,6,5,6,5,3,2,3,1,3,1,3,1,3,1,3,1,3,1,2,0
LSAA_13997,14,65,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_14000,4,29,1,11,1,11,0,4,0,2,0,2,0,1,0,1,0,0,0,0,0,0
LSAA_14001,13,31,16,12,16,12,4,5,4,1,4,1,3,0,3,0,1,0,1,0,1,0
LSAA_14005,47,133,1,9,1,9,1,5,1,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_14006,24,45,1,6,1,6,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,0
LSAA_14007,10,22,4,6,4,6,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_14008,16,110,4,5,4,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
LSAA_14009,21,83,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_14010,22,50,1,6,1,6,1,5,1,4,1,3,1,3,1,3,1,2,1,2,1,0
LSAA_14011,13,63,2,11,2,8,1,7,1,7,1,6,1,6,1,6,0,6,0,6,0,3
LSAA_14012,7,30,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14013,17,30,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1
LSAA_14015,3,22,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_14016,13,9,2,4,2,4,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_14019,31,20,5,0,5,0,4,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_14020,8,11,14,7,14,6,5,2,4,1,3,1,1,1,1,1,1,1,0,1,0,1
LSAA_14021,14,52,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_14023,19,40,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_14027,59,107,2,9,2,9,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,1
LSAA_14028,1,0,20,33,20,33,11,13,9,11,9,10,5,9,5,9,4,7,3,5,3,4
LSAA_1403,11,62,1,15,1,15,0,9,0,4,0,2,0,2,0,2,0,2,0,1,0,1
LSAA_14030,27,153,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_14032,46,109,8,12,8,12,4,6,3,5,3,5,3,4,3,4,3,4,2,3,1,3
LSAA_14034,14,79,2,8,2,8,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,0
LSAA_14035,111,150,9,15,9,15,5,10,4,7,3,4,3,3,3,3,2,1,2,1,1,0
LSAA_1404,74,176,11,9,11,9,9,9,6,9,4,5,4,3,4,3,4,2,4,2,3,2
LSAA_14040,9,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_14041,17,38,1,4,1,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_14043,37,75,10,11,10,11,5,3,5,3,3,2,2,1,2,1,2,1,1,0,1,0
LSAA_14044,57,87,15,15,15,15,14,11,10,8,10,8,10,8,10,8,10,8,6,4,6,4
LSAA_14045,46,79,3,5,3,5,3,5,2,0,2,0,1,0,1,0,1,0,1,0,1,0
LSAA_14047,28,100,1,7,1,7,0,5,0,5,0,5,0,2,0,2,0,2,0,1,0,1
LSAA_14048,16,25,5,1,5,1,2,0,2,0,2,0,2,0,2,0,1,0,1,0,0,0
LSAA_1405,60,137,2,4,2,3,1,2,1,2,1,1,1,0,1,0,1,0,1,0,1,0
LSAA_14050,20,27,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_14051,12,65,1,7,1,7,1,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0
LSAA_14054,2,22,1,7,1,6,1,4,1,4,1,4,1,3,1,3,1,3,1,1,0,1
LSAA_14055,43,72,5,9,5,9,2,7,1,6,1,6,1,5,1,5,1,4,1,2,0,1
LSAA_14056,39,41,4,3,4,3,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
LSAA_14057,7,22,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14058,17,29,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0
LSAA_1406,13,47,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
LSAA_14063,15,38,4,5,4,5,1,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_14064,11,22,8,6,8,6,6,5,5,3,4,1,3,1,3,1,3,1,3,0,3,0
LSAA_14065,27,119,4,13,4,13,2,11,2,7,2,7,2,6,2,6,2,6,2,3,2,3
LSAA_14066,36,118,1,3,1,3,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1
LSAA_14067,21,85,2,19,2,19,2,16,1,12,0,11,0,11,0,11,0,9,0,7,0,3
LSAA_14069,9,7,4,0,4,0,3,0,3,0,3,0,2,0,2,0,2,0,1,0,0,0
LSAA_14072,29,58,4,13,4,12,2,7,2,4,2,4,2,4,2,4,2,3,1,2,1,1
LSAA_14074,13,58,5,1,5,1,4,0,4,0,4,0,3,0,3,0,3,0,3,0,3,0
LSAA_14075,14,39,5,2,5,2,3,1,3,1,2,1,1,1,1,1,1,0,0,0,0,0
LSAA_14078,19,40,4,24,4,24,1,18,0,14,0,8,0,5,0,5,0,4,0,3,0,1
LSAA_14079,4,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14081,37,104,3,4,2,3,1,3,1,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_14083,8,5,3,4,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14084,16,68,6,11,6,11,3,7,3,6,3,3,3,2,3,2,3,1,3,1,1,1
LSAA_14087,7,22,2,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0
LSAA_14088,16,28,1,2,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_14089,30,51,4,11,3,10,1,6,1,4,1,4,1,3,1,3,1,3,0,3,0,2
LSAA_14090,22,60,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14092,18,26,17,7,17,7,7,2,4,1,4,1,3,0,3,0,2,0,2,0,0,0
LSAA_14095,9,32,13,11,13,11,8,8,7,7,7,7,7,7,7,7,7,7,7,6,7,5
LSAA_14097,51,67,14,23,13,23,8,10,6,8,4,6,3,4,3,4,2,1,1,1,0,1
LSAA_14099,33,69,4,8,4,8,2,7,2,5,2,5,2,5,2,5,2,5,2,3,0,0
LSAA_14100,65,173,4,17,4,17,0,8,0,6,0,4,0,3,0,3,0,3,0,3,0,3
LSAA_14103,15,36,5,10,5,10,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,1
LSAA_14104,5,1,4,2,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14107,56,70,6,5,6,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14110,16,27,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14111,14,36,1,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14114,14,34,1,3,1,3,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_1412,46,116,59,32,59,30,44,22,43,19,40,17,3,2,3,2,3,2,3,2,1,2
LSAA_14120,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14122,39,40,9,18,9,18,6,9,5,8,3,5,3,2,3,2,3,2,3,2,3,2
LSAA_14124,46,65,8,14,8,14,5,12,4,11,4,9,2,4,2,4,2,4,2,3,2,2
LSAA_14127,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14131,29,50,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_14132,15,56,1,6,1,6,1,4,1,4,1,4,1,4,1,4,0,2,0,1,0,0
LSAA_14133,49,123,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
