Gene,Scaffold,Syn.sites,Non.sites,Linkage,SPM.F,SPM.Bias
LSAA_12875,HG994586.1,85,347,A,0.263825055,Unbiased
LSAA_12876,HG994586.1,71.66666667,270.3333333,A,0.094810328,Male
LSAA_12877,HG994586.1,96,372,A,0.255987162,Unbiased
LSAA_12878,HG994586.1,360.3333333,1244.666667,A,0.532364417,Unbiased
LSAA_12879,HG994586.1,108,396,A,0.492754189,Unbiased
LSAA_1288,HG994580.1,222.3333333,755.6666667,A,0.311099378,Unbiased
LSAA_12880,HG994586.1,784.6666667,3013.333333,A,0.163594843,Male
LSAA_12881,HG994586.1,699.6666667,2723.333333,A,0.213226251,Unbiased
LSAA_12882,HG994586.1,82.66666667,331.3333333,A,0.382754404,Unbiased
LSAA_12883,HG994586.1,119.3333333,459.6666667,A,0.961798619,Female
LSAA_12884,HG994586.1,512.3333333,1857.666667,A,0.634672187,Unbiased
LSAA_12885,HG994586.1,830,3001,A,0.294628766,Unbiased
LSAA_12886,HG994586.1,466.3333333,1720.666667,A,0.43651736,Unbiased
LSAA_12887,HG994586.1,68.33333333,270.6666667,A,0.195107992,Male
LSAA_12888,HG994586.1,73,287,A,0.471072957,Unbiased
LSAA_12889,HG994586.1,197.3333333,666.6666667,A,0.002071885,Male
LSAA_1289,HG994580.1,115,518,A,0.521998357,Unbiased
LSAA_12890,HG994586.1,242.6666667,789.3333333,A,0.183443285,Male
LSAA_12891,HG994586.1,432.6666667,1670.333333,A,0.542989089,Unbiased
LSAA_12892,HG994586.1,100.3333333,358.6666667,A,0.006724772,Male
LSAA_12893,HG994586.1,197.6666667,702.3333333,A,0.348496243,Unbiased
LSAA_12894,HG994586.1,297.3333333,1055.666667,A,0.634835609,Unbiased
LSAA_12895,HG994586.1,332.6666667,1206.333333,A,0.694585758,Unbiased
LSAA_12896,HG994586.1,371,1270,A,0.803730368,Female
LSAA_12897,HG994586.1,347,1108,A,1,Female
LSAA_12898,HG994586.1,249.3333333,1001.666667,A,0,Male
LSAA_12899,HG994586.1,77,274,A,0.406363157,Unbiased
LSAA_129,CAJNVT010000021.1,154.3333333,574.6666667,A,0.840044062,Female
LSAA_1290,HG994580.1,179,670,A,0.987499025,Female
LSAA_12900,HG994586.1,165.3333333,557.6666667,A,0.93039055,Female
LSAA_12901,HG994586.1,586.3333333,1921.666667,A,0.605188602,Unbiased
LSAA_12902,HG994586.1,882.6666667,3173.333333,A,0.038502654,Male
LSAA_12903,HG994586.1,238,1049,A,0.598826391,Unbiased
LSAA_12904,HG994586.1,74.66666667,255.3333333,A,0.52051794,Unbiased
LSAA_12905,HG994586.1,133.3333333,433.6666667,A,0.034346144,Male
LSAA_12906,HG994586.1,275.3333333,939.6666667,A,0.110383604,Male
LSAA_12907,HG994586.1,391.3333333,1483.666667,A,NA,Unbiased
LSAA_12908,HG994586.1,214.6666667,601.3333333,A,1,Female
LSAA_12909,HG994586.1,326.6666667,1128.333333,A,0.979394356,Female
LSAA_1291,HG994580.1,368.6666667,1335.333333,A,0.52428345,Unbiased
LSAA_12910,HG994586.1,469.3333333,1696.666667,A,1,Female
LSAA_12911,HG994586.1,247.3333333,832.6666667,A,0.339475027,Unbiased
LSAA_12912,HG994586.1,586.3333333,2194.666667,A,0.754175172,Unbiased
LSAA_12913,HG994586.1,137.6666667,462.3333333,A,0.577183193,Unbiased
LSAA_12914,HG994586.1,72,282,A,0.156768273,Male
LSAA_12915,HG994586.1,129,519,A,0.424380944,Unbiased
LSAA_12916,HG994586.1,92,379,A,0.695322775,Unbiased
LSAA_12917,HG994586.1,105.6666667,353.3333333,A,0.870616282,Female
LSAA_12918,HG994586.1,422,1414,A,0.486928854,Unbiased
LSAA_12919,HG994586.1,742,2666,A,0.383191325,Unbiased
LSAA_1292,HG994580.1,246.3333333,842.6666667,A,0.52585987,Unbiased
LSAA_12920,HG994586.1,113,412,A,0.34767818,Unbiased
LSAA_12921,HG994586.1,144.6666667,524.3333333,A,0.032502452,Male
LSAA_12922,HG994586.1,66.66666667,242.3333333,A,0.330628297,Unbiased
LSAA_12923,HG994586.1,254,865,A,0.456660386,Unbiased
LSAA_12924,HG994586.1,701.6666667,2769.333333,A,0.286143806,Unbiased
LSAA_12925,HG994586.1,262.6666667,940.3333333,A,NA,Unbiased
LSAA_12926,HG994586.1,344,1201,A,0,Male
LSAA_12927,HG994586.1,133.3333333,427.6666667,A,0.771157477,Unbiased
LSAA_12928,HG994586.1,80,253,A,NA,Unbiased
LSAA_12929,HG994586.1,76.66666667,310.3333333,A,0.980196099,Female
LSAA_1293,HG994580.1,2018.333333,6651.666667,A,0.314309713,Unbiased
LSAA_12930,HG994586.1,92,337,A,0.423577853,Unbiased
LSAA_12931,HG994586.1,238.6666667,967.3333333,A,0.178789824,Male
LSAA_12932,HG994586.1,488.3333333,1665.666667,A,0.163488538,Male
LSAA_12933,HG994586.1,116.3333333,450.6666667,A,1,Female
LSAA_12934,HG994586.1,418,1514,A,0.546676798,Unbiased
LSAA_12935,HG994586.1,74.33333333,246.6666667,A,0.898964509,Female
LSAA_12936,HG994586.1,141,489,A,0.605360953,Unbiased
LSAA_12937,HG994586.1,73.66666667,247.3333333,A,1,Female
LSAA_12938,HG994586.1,108,432,A,NA,Unbiased
LSAA_12939,HG994586.1,381.3333333,1547.666667,A,0.417179607,Unbiased
LSAA_1294,HG994580.1,864,2856,A,0.003212541,Male
LSAA_12940,HG994586.1,158,607,A,0.949449502,Female
LSAA_12941,HG994586.1,506.6666667,1914.333333,A,0.21177591,Unbiased
LSAA_12942,HG994586.1,588.6666667,1994.333333,A,0.228673235,Unbiased
LSAA_12943,HG994586.1,307.6666667,1084.333333,A,0.409813236,Unbiased
LSAA_12944,HG994586.1,102.3333333,353.6666667,A,0,Male
LSAA_12945,HG994586.1,223.6666667,763.3333333,A,NA,Unbiased
LSAA_12946,HG994586.1,518,1984,A,0.203477343,Unbiased
LSAA_12947,HG994586.1,167.6666667,567.3333333,A,NA,Unbiased
LSAA_12948,HG994586.1,81,327,A,0.345313761,Unbiased
LSAA_12949,HG994586.1,122,469,A,0.042282306,Male
LSAA_1295,HG994580.1,255.3333333,875.6666667,A,0.38169334,Unbiased
LSAA_12950,HG994586.1,662,2332,A,NA,Unbiased
LSAA_12951,HG994586.1,321.3333333,1235.666667,A,1,Female
LSAA_12952,HG994586.1,181,725,A,0.426955914,Unbiased
LSAA_12953,HG994586.1,110,427,A,0.462113913,Unbiased
LSAA_12954,HG994586.1,644,2362,A,0.146500969,Male
LSAA_12955,HG994586.1,166,620,A,0.594012432,Unbiased
LSAA_12956,HG994586.1,686.6666667,2385.333333,A,0.792134909,Unbiased
LSAA_12957,HG994586.1,495,1752,A,0.016769201,Male
LSAA_12958,HG994586.1,244.6666667,823.3333333,A,0.888891202,Female
LSAA_12959,HG994586.1,194.3333333,663.6666667,A,0.032803851,Male
LSAA_1296,HG994580.1,300.3333333,1082.666667,A,0.402413832,Unbiased
LSAA_12960,HG994586.1,169.6666667,601.3333333,A,0.898394762,Female
LSAA_12961,HG994586.1,122.3333333,432.6666667,A,0.538289651,Unbiased
LSAA_12962,HG994586.1,152,553,A,0.56771741,Unbiased
LSAA_12963,HG994586.1,829.6666667,3004.333333,A,0.901256541,Female
LSAA_12964,HG994586.1,390,1416,A,0.075772828,Male
LSAA_12965,HG994586.1,129,489,A,0.593409789,Unbiased
LSAA_12966,HG994586.1,80,289,A,0.337481569,Unbiased
LSAA_12967,HG994586.1,431.3333333,1596.666667,A,0.95568498,Female
LSAA_12968,HG994586.1,386.6666667,1398.333333,A,0.225211096,Unbiased
LSAA_12969,HG994586.1,423.6666667,1523.333333,A,0.95516936,Female
LSAA_1297,HG994580.1,175.3333333,586.6666667,A,0.28041653,Unbiased
LSAA_12970,HG994586.1,260,1048,A,0.02818073,Male
LSAA_12971,HG994586.1,66.66666667,254.3333333,A,0.345444736,Unbiased
LSAA_12972,HG994586.1,150.3333333,575.6666667,A,NA,Unbiased
LSAA_12973,HG994586.1,209.6666667,843.3333333,A,0.276268193,Unbiased
LSAA_12974,HG994586.1,239.3333333,945.6666667,A,0.216506601,Unbiased
LSAA_12975,HG994586.1,101.3333333,345.6666667,A,0.352196115,Unbiased
LSAA_12976,HG994586.1,465.3333333,1667.666667,A,0.209192463,Unbiased
LSAA_12977,HG994586.1,157,515,A,0.164129774,Male
LSAA_12978,HG994586.1,134,514,A,0.188916576,Male
LSAA_12979,HG994586.1,302.6666667,957.3333333,A,0.234405221,Unbiased
LSAA_1298,HG994580.1,150.6666667,524.3333333,A,0.619410533,Unbiased
LSAA_12980,HG994586.1,99.33333333,332.6666667,A,0.421416771,Unbiased
LSAA_12981,HG994586.1,118.3333333,334.6666667,A,0.156784872,Male
LSAA_12982,HG994586.1,318.6666667,1049.333333,A,0.61264838,Unbiased
LSAA_12983,HG994586.1,71.66666667,270.3333333,A,0.416497636,Unbiased
LSAA_12984,HG994586.1,321.3333333,1115.666667,A,0.469367235,Unbiased
LSAA_12985,HG994586.1,104,358,A,0.492110953,Unbiased
LSAA_12986,HG994586.1,257.6666667,870.3333333,A,0.020410347,Male
LSAA_12987,HG994586.1,183.6666667,722.3333333,A,0.046244223,Male
LSAA_12988,HG994586.1,141.3333333,506.6666667,A,0.7732463,Unbiased
LSAA_12989,HG994586.1,126,534,A,0.340822534,Unbiased
LSAA_1299,HG994580.1,84.66666667,326.3333333,A,0.185857645,Male
LSAA_12990,HG994586.1,276.6666667,752.3333333,A,0.472047087,Unbiased
LSAA_12991,HG994586.1,114,414,A,0.429413316,Unbiased
LSAA_12992,HG994586.1,79,296,A,0.078739018,Male
LSAA_12993,HG994586.1,107.6666667,378.3333333,A,0.259406635,Unbiased
LSAA_12994,HG994586.1,293,1063,A,0.475362381,Unbiased
LSAA_12995,HG994586.1,147.6666667,560.3333333,A,0.747372111,Unbiased
LSAA_12996,HG994586.1,205,764,A,0.489031009,Unbiased
LSAA_12997,HG994586.1,124,440,A,0.270496964,Unbiased
LSAA_12998,HG994586.1,138.6666667,407.3333333,A,0.10342394,Male
LSAA_12999,HG994586.1,1025.666667,3798.333333,A,NA,Unbiased
LSAA_13,CAJNVT010000001.1,78.33333333,278.6666667,A,0.480074101,Unbiased
LSAA_130,CAJNVT010000023.1,167,679,A,1,Female
LSAA_1300,HG994580.1,411.6666667,1589.333333,A,0.321086515,Unbiased
LSAA_13000,HG994586.1,306.6666667,1094.333333,A,0.247453236,Unbiased
LSAA_13001,HG994586.1,348.6666667,1391.333333,A,0.4231167,Unbiased
LSAA_13002,HG994586.1,223,731,A,0.349612612,Unbiased
LSAA_13003,HG994586.1,300.6666667,1046.333333,A,0.017829653,Male
LSAA_13004,HG994586.1,480.6666667,1868.333333,A,0.333107984,Unbiased
LSAA_13005,HG994586.1,201,651,A,0,Male
LSAA_13006,HG994586.1,190,683,A,0.005063432,Male
LSAA_13007,HG994586.1,357,1371,A,0.284927223,Unbiased
LSAA_13008,HG994586.1,63.33333333,212.6666667,A,0.23794297,Unbiased
LSAA_13009,HG994586.1,227.6666667,846.3333333,A,0.101789839,Male
LSAA_1301,HG994580.1,74.66666667,237.3333333,A,0.23663537,Unbiased
LSAA_13010,HG994586.1,59.66666667,252.3333333,A,0.372715967,Unbiased
LSAA_13011,HG994586.1,300,1038,A,0.373982981,Unbiased
LSAA_13012,HG994586.1,78,324,A,0.996799603,Female
LSAA_13013,HG994586.1,77.33333333,294.6666667,A,NA,Unbiased
LSAA_13014,HG994586.1,207.6666667,680.3333333,A,0.410220701,Unbiased
LSAA_13015,HG994586.1,206.6666667,684.3333333,A,0.594342876,Unbiased
LSAA_13016,HG994586.1,217,791,A,0.28085813,Unbiased
LSAA_13017,HG994586.1,444.3333333,1814.666667,A,0.181352015,Male
LSAA_13018,HG994586.1,93.66666667,326.3333333,A,0.017235877,Male
LSAA_13019,HG994586.1,72,252,A,0.457194219,Unbiased
LSAA_1302,HG994580.1,135.6666667,536.3333333,A,0.542250094,Unbiased
LSAA_13020,HG994586.1,731,2677,A,NA,Unbiased
LSAA_13021,HG994586.1,223.6666667,919.3333333,A,0.883733389,Female
LSAA_13022,HG994586.1,116,439,A,0.085131129,Male
LSAA_13023,HG994586.1,94.66666667,358.3333333,A,0.709405157,Unbiased
LSAA_13024,HG994586.1,85.33333333,298.6666667,A,0.305545719,Unbiased
LSAA_13025,HG994586.1,260.6666667,1035.333333,A,0.377504522,Unbiased
LSAA_13026,HG994586.1,259.6666667,967.3333333,A,NA,Unbiased
LSAA_13027,HG994586.1,339,1377,A,0.242853457,Unbiased
LSAA_13028,HG994586.1,383.3333333,1488.666667,A,0.283028394,Unbiased
LSAA_13029,HG994586.1,136.3333333,442.6666667,A,0.378892503,Unbiased
LSAA_1303,HG994580.1,161,547,A,0.339547803,Unbiased
LSAA_13030,HG994586.1,589.3333333,2176.666667,A,0.004253563,Male
LSAA_13031,HG994586.1,198.6666667,785.3333333,A,0.075272264,Male
LSAA_13032,HG994586.1,474.6666667,1712.333333,A,0.870312542,Female
LSAA_13033,HG994586.1,308.6666667,1122.333333,A,0.577959803,Unbiased
LSAA_13034,HG994586.1,118.3333333,433.6666667,A,0.957738323,Female
LSAA_13035,HG994586.1,75.33333333,296.6666667,A,0.762943616,Unbiased
LSAA_13036,HG994586.1,226,761,A,0.473239151,Unbiased
LSAA_13037,HG994586.1,469,1736,A,NA,Unbiased
LSAA_13038,HG994586.1,592,2252,A,0.530208541,Unbiased
LSAA_13039,HG994586.1,91.66666667,289.3333333,A,0.30430585,Unbiased
LSAA_1304,HG994580.1,588.6666667,2306.333333,A,0.404792145,Unbiased
LSAA_13040,HG994586.1,104.3333333,435.6666667,A,0.111035098,Male
LSAA_13041,HG994586.1,243.6666667,884.3333333,A,0.98991404,Female
LSAA_13042,HG994586.1,129.3333333,494.6666667,A,0.866632933,Female
LSAA_13043,HG994586.1,73.66666667,310.3333333,A,0.198011278,Male
LSAA_13044,HG994586.1,536.6666667,1944.333333,A,0.997857634,Female
LSAA_13045,HG994586.1,78,354,A,0.337764083,Unbiased
LSAA_13046,HG994586.1,67.66666667,253.3333333,A,0.819740326,Female
LSAA_13047,HG994586.1,83.33333333,318.6666667,A,0.146917881,Male
LSAA_13048,HG994586.1,105.3333333,377.6666667,A,0.400959797,Unbiased
LSAA_13049,HG994586.1,194.3333333,711.6666667,A,0.307717381,Unbiased
LSAA_1305,HG994580.1,124.3333333,397.6666667,A,0.365227766,Unbiased
LSAA_13050,HG994586.1,127,524,A,0.418386819,Unbiased
LSAA_13051,HG994586.1,72.66666667,260.3333333,A,0.997319861,Female
LSAA_13052,HG994586.1,401.6666667,1368.333333,A,0.637072055,Unbiased
LSAA_13053,HG994586.1,155.6666667,534.3333333,A,0,Male
LSAA_13054,HG994586.1,186.6666667,650.3333333,A,0.364370832,Unbiased
LSAA_13055,HG994586.1,130.3333333,382.6666667,A,0.267618414,Unbiased
LSAA_13056,HG994586.1,327.6666667,1106.333333,A,0.30363714,Unbiased
LSAA_13057,HG994586.1,77.66666667,321.3333333,A,0.214266347,Unbiased
LSAA_13058,HG994586.1,363.6666667,1409.333333,A,0.8853505,Female
LSAA_13059,HG994586.1,173.6666667,615.3333333,A,0.827487519,Female
LSAA_1306,HG994580.1,64,269,A,0.556181134,Unbiased
LSAA_13060,HG994586.1,406,1433,A,0.384149457,Unbiased
LSAA_13061,HG994586.1,465.6666667,1706.333333,A,0.3303852,Unbiased
LSAA_13062,HG994586.1,314.6666667,1155.333333,A,NA,Unbiased
LSAA_13063,HG994586.1,109.6666667,412.3333333,A,0.542777267,Unbiased
LSAA_13064,HG994586.1,116.6666667,453.3333333,A,0.483206755,Unbiased
LSAA_13065,HG994586.1,105.3333333,374.6666667,A,0.451410873,Unbiased
LSAA_13066,HG994586.1,312.3333333,1046.666667,A,0.331247554,Unbiased
LSAA_13067,HG994586.1,338,1132,A,0.196771766,Male
LSAA_13068,HG994586.1,75,234,A,0.52998088,Unbiased
LSAA_13069,HG994586.1,143.6666667,564.3333333,A,0,Male
LSAA_1307,HG994580.1,75,276,A,0.131788568,Male
LSAA_13070,HG994586.1,146.6666667,435.3333333,A,NA,Unbiased
LSAA_13071,HG994586.1,567.3333333,2066.666667,A,0.380205047,Unbiased
LSAA_13072,HG994586.1,401,1396,A,0.56647985,Unbiased
LSAA_13073,HG994586.1,128,439,A,0.091585207,Male
LSAA_13074,HG994586.1,93.66666667,398.3333333,A,0.435176563,Unbiased
LSAA_13075,HG994586.1,255.6666667,923.3333333,A,0.684977895,Unbiased
LSAA_13076,HG994586.1,352.3333333,1408.666667,A,0.507888448,Unbiased
LSAA_13077,HG994586.1,390,1461,A,0.394391158,Unbiased
LSAA_13078,HG994586.1,338.3333333,1221.666667,A,0.509779529,Unbiased
LSAA_13079,HG994586.1,170.3333333,615.6666667,A,0.297684094,Unbiased
LSAA_1308,HG994580.1,210,744,A,0,Male
LSAA_13080,HG994586.1,166.3333333,580.6666667,A,0.006147776,Male
LSAA_13081,HG994586.1,108,423,A,0.462644623,Unbiased
LSAA_13082,HG994586.1,166.6666667,667.3333333,A,0.499281781,Unbiased
LSAA_13083,HG994586.1,193,722,A,0.512266909,Unbiased
LSAA_13084,HG994586.1,404,1309,A,0.677127341,Unbiased
LSAA_13085,HG994586.1,80.33333333,258.6666667,A,0.18530187,Male
LSAA_13086,HG994586.1,106.3333333,376.6666667,A,0.000990055,Male
LSAA_13087,HG994586.1,244.6666667,814.3333333,A,0.438331306,Unbiased
LSAA_13088,HG994586.1,114,435,A,0.101239316,Male
LSAA_13089,HG994586.1,258.3333333,986.6666667,A,0.260413289,Unbiased
LSAA_1309,HG994580.1,101.6666667,324.3333333,A,0.137464387,Male
LSAA_13090,HG994586.1,220,797,A,0.274754794,Unbiased
LSAA_13091,HG994586.1,361.3333333,1342.666667,A,0.208934989,Unbiased
LSAA_13092,HG994586.1,156.6666667,587.3333333,A,0.495722742,Unbiased
LSAA_13093,HG994586.1,74.66666667,258.3333333,A,0.719075261,Unbiased
LSAA_13094,HG994586.1,137.3333333,426.6666667,A,0.408788809,Unbiased
LSAA_13095,HG994586.1,93.66666667,362.3333333,A,0.016452494,Male
LSAA_13096,HG994586.1,144.6666667,551.3333333,A,0.963204075,Female
LSAA_13097,HG994586.1,179.3333333,558.6666667,A,0.47453514,Unbiased
LSAA_13098,HG994586.1,77.33333333,324.6666667,A,0.632389216,Unbiased
LSAA_13099,HG994586.1,1184.666667,4122.333333,A,0.016910152,Male
LSAA_131,CAJNVT010000023.1,146.3333333,582.6666667,A,0.989675929,Female
LSAA_1310,HG994580.1,87,309,A,0.528746075,Unbiased
LSAA_13100,HG994586.1,81.66666667,248.3333333,A,0.0082911,Male
LSAA_13101,HG994586.1,126.3333333,500.6666667,A,NA,Unbiased
LSAA_13102,HG994586.1,692.3333333,2373.666667,A,0.15691536,Male
LSAA_13103,HG994586.1,1140,3441,A,0.515209968,Unbiased
LSAA_13104,HG994586.1,186.3333333,734.6666667,A,0.297999579,Unbiased
LSAA_13105,HG994586.1,168.3333333,575.6666667,A,0.428794723,Unbiased
LSAA_13106,HG994586.1,151,530,A,0,Male
LSAA_13107,HG994586.1,98.66666667,363.3333333,A,0.821583077,Female
LSAA_13108,HG994586.1,98.66666667,333.3333333,A,0.240304306,Unbiased
LSAA_13109,HG994586.1,119.6666667,483.3333333,A,0.133041722,Male
LSAA_1311,HG994580.1,425.3333333,1566.666667,A,0.529259643,Unbiased
LSAA_13110,HG994586.1,1066.666667,4114.333333,A,0.391811112,Unbiased
LSAA_13111,HG994586.1,69.66666667,281.3333333,A,0.058824235,Male
LSAA_13112,HG994586.1,68.66666667,237.3333333,A,0.010752448,Male
LSAA_13113,HG994586.1,91.66666667,316.3333333,A,0.38979451,Unbiased
LSAA_13114,HG994586.1,399.6666667,1523.333333,A,0.008022035,Male
LSAA_13115,HG994586.1,787.6666667,2641.333333,A,0.073392457,Male
LSAA_13116,HG994586.1,374.6666667,1395.333333,A,NA,Unbiased
LSAA_13117,HG994586.1,148.3333333,571.6666667,A,0.008765592,Male
LSAA_13118,HG994586.1,552,2010,A,0.203333221,Unbiased
LSAA_13119,HG994586.1,530.6666667,2067.333333,A,0.498626211,Unbiased
LSAA_1312,HG994580.1,71.33333333,273.6666667,A,0.363678929,Unbiased
LSAA_13120,HG994586.1,175.6666667,661.3333333,A,0.096630006,Male
LSAA_13121,HG994586.1,88.33333333,313.6666667,A,0.993214459,Female
LSAA_13122,HG994586.1,104.3333333,369.6666667,A,0.049262114,Male
LSAA_13123,HG994586.1,628.6666667,2374.333333,A,0.845837752,Female
LSAA_13124,HG994586.1,168,624,A,NA,Unbiased
LSAA_13125,HG994586.1,389.6666667,1359.333333,A,0.410443969,Unbiased
LSAA_13126,HG994586.1,492.3333333,1829.666667,A,0.353275975,Unbiased
LSAA_13127,HG994586.1,70,260,A,0.249728908,Unbiased
LSAA_13128,HG994586.1,80.33333333,300.6666667,A,0.251742632,Unbiased
LSAA_13129,HG994586.1,60.33333333,239.6666667,A,0.527591053,Unbiased
LSAA_1313,HG994580.1,78.66666667,308.3333333,A,0.477123142,Unbiased
LSAA_13130,HG994586.1,100.6666667,343.3333333,A,0.393410753,Unbiased
LSAA_13131,HG994586.1,155,544,A,0.134995776,Male
LSAA_13132,HG994586.1,96,384,A,0,Male
LSAA_13133,HG994586.1,276.6666667,962.3333333,A,2.32e-06,Male
LSAA_13134,HG994586.1,205.6666667,784.3333333,A,0.481411348,Unbiased
LSAA_13135,HG994586.1,442.3333333,1444.666667,A,0.292733494,Unbiased
LSAA_13136,HG994586.1,138.3333333,479.6666667,A,0.300128353,Unbiased
LSAA_13137,HG994586.1,349.6666667,1126.333333,A,0.997549666,Female
LSAA_13138,HG994586.1,66.66666667,302.3333333,A,0.264465839,Unbiased
LSAA_13139,HG994586.1,271.6666667,982.3333333,A,0.099601523,Male
LSAA_1314,HG994580.1,144,531,A,0.774400717,Unbiased
LSAA_13140,HG994586.1,300,987,A,0.019190173,Male
LSAA_13141,HG994586.1,679.3333333,2626.666667,A,0.285164976,Unbiased
LSAA_13142,HG994586.1,89.66666667,348.3333333,A,0.1626349,Male
LSAA_13143,HG994586.1,131,532,A,0.580623405,Unbiased
LSAA_13144,HG994586.1,105.6666667,356.3333333,A,0.0153244,Male
LSAA_13145,HG994586.1,307,1160,A,0.172817952,Male
LSAA_13146,HG994586.1,69.66666667,260.3333333,A,0,Male
LSAA_13147,HG994586.1,191,535,A,0.132226388,Male
LSAA_13148,HG994586.1,352.3333333,1447.666667,A,0.589144175,Unbiased
LSAA_13149,HG994586.1,3964,16667,A,0.004268031,Male
LSAA_1315,HG994580.1,660,2283,A,0.327528411,Unbiased
LSAA_13150,HG994586.1,595.3333333,2188.666667,A,0.678956065,Unbiased
LSAA_13151,HG994586.1,1671,6111,A,0.137342533,Male
LSAA_13152,HG994586.1,78.66666667,299.3333333,A,0.94192895,Female
LSAA_13153,HG994586.1,204.6666667,698.3333333,A,0.154659284,Male
LSAA_13154,HG994586.1,531,1929,A,0.163793908,Male
LSAA_13155,HG994586.1,183.3333333,620.6666667,A,0.404131773,Unbiased
LSAA_13156,HG994586.1,70.66666667,319.3333333,A,0.520481213,Unbiased
LSAA_13157,HG994586.1,121,464,A,0.339140793,Unbiased
LSAA_13158,HG994586.1,861.3333333,3281.666667,A,0.440143103,Unbiased
LSAA_13159,HG994586.1,357.6666667,1139.333333,A,0.386819182,Unbiased
LSAA_1316,HG994580.1,80,280,A,0.320051015,Unbiased
LSAA_13160,HG994586.1,87,312,A,0.087890746,Male
LSAA_13161,HG994586.1,524.6666667,2037.333333,A,0.404302654,Unbiased
LSAA_13162,HG994586.1,329.3333333,1137.666667,A,0.24880239,Unbiased
LSAA_13163,HG994586.1,164.6666667,711.3333333,A,0.177378633,Male
LSAA_13164,HG994586.1,1175.333333,3900.666667,A,NA,Unbiased
LSAA_13165,HG994586.1,424,1526,A,1,Female
LSAA_13166,HG994586.1,288.6666667,800.3333333,A,0.636410433,Unbiased
LSAA_13167,HG994586.1,701.3333333,2577.666667,A,0.626141514,Unbiased
LSAA_13168,HG994586.1,125.6666667,405.3333333,A,NA,Unbiased
LSAA_13169,HG994586.1,139.6666667,508.3333333,A,0.035546767,Male
LSAA_1317,HG994580.1,118,452,A,0.308588025,Unbiased
LSAA_13170,HG994586.1,129,489,A,0.297311254,Unbiased
LSAA_13171,HG994586.1,150.3333333,458.6666667,A,0.268701958,Unbiased
LSAA_13172,HG994586.1,389.3333333,1452.666667,A,0.035732695,Male
LSAA_13173,HG994586.1,127.6666667,451.3333333,A,NA,Unbiased
LSAA_13174,HG994586.1,247.6666667,895.3333333,A,0.209733568,Unbiased
LSAA_13175,HG994586.1,530.3333333,1842.666667,A,NA,Unbiased
LSAA_13176,HG994586.1,115.6666667,364.3333333,A,0.186643626,Male
LSAA_13177,HG994586.1,419.3333333,1533.666667,A,0.995245308,Female
LSAA_13178,HG994586.1,85.33333333,346.6666667,A,0.346307771,Unbiased
LSAA_13179,HG994586.1,316,1097,A,0.348928013,Unbiased
LSAA_1318,HG994580.1,363.6666667,1448.333333,A,0.166329754,Male
LSAA_13180,HG994586.1,119.6666667,471.3333333,A,0.611405686,Unbiased
LSAA_13181,HG994586.1,150,483,A,0.222312606,Unbiased
LSAA_13182,HG994586.1,99.66666667,353.3333333,A,0.302857572,Unbiased
LSAA_13183,HG994586.1,93,330,A,0.350673029,Unbiased
